city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_type,last_new_job,training_hours,target
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,5,Early Stage Startup,1,31,0
0.92,,No relevent experience,Full time course,Graduate,STEM,4,,1,75,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,3,68,1
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,12,Pvt Ltd,1,77,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Pvt Ltd,1,23,0
0.926,,Has relevent experience,no_enrollment,Masters,STEM,17,Pvt Ltd,1,14,0
0.92,Female,No relevent experience,Full time course,Graduate,STEM,3,Pvt Ltd,1,11,0
0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,119,0
0.899,,No relevent experience,Full time course,High School,,12,Pvt Ltd,2,99,1
0.767,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,Pvt Ltd,never,11,0
0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,12,Pvt Ltd,1,51,0
0.92,Male,No relevent experience,Full time course,Masters,STEM,9,Public Sector,never,166,0
0.926,Male,Has relevent experience,Part time course,,,>20,,never,52,0
0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,1,28,1
0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Funded Startup,4,50,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Pvt Ltd,2,19,0
0.91,,Has relevent experience,no_enrollment,High School,,10,Funded Startup,1,94,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,15,,1,111,1
0.754,Male,No relevent experience,Full time course,High School,,11,Public Sector,>4,40,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Pvt Ltd,>4,80,1
0.698,,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,36,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,12,0
0.91,,No relevent experience,no_enrollment,High School,,2,,never,16,1
0.624,Male,Has relevent experience,Full time course,Masters,STEM,2,Pvt Ltd,1,34,1
0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,never,56,0
0.926,Male,Has relevent experience,Full time course,Graduate,STEM,8,Pvt Ltd,1,20,0
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,,4,56,0
0.804,Female,No relevent experience,no_enrollment,Graduate,Humanities,1,,1,190,0
0.493,Male,Has relevent experience,no_enrollment,High School,,5,,never,18,0
0.91,,No relevent experience,no_enrollment,High School,,4,,never,57,0
0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,Pvt Ltd,2,34,1
0.64,Male,Has relevent experience,Part time course,Graduate,STEM,3,Pvt Ltd,1,164,0
0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,12,Pvt Ltd,1,105,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,143,0
0.558,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Early Stage Startup,1,57,1
0.92,,Has relevent experience,no_enrollment,Phd,STEM,>20,Public Sector,3,36,0
0.92,Male,Has relevent experience,Part time course,Graduate,STEM,12,,2,48,0
0.866,Male,No relevent experience,no_enrollment,Graduate,STEM,11,,>4,45,1
0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,20,NGO,4,35,0
0.855,,Has relevent experience,Part time course,Masters,STEM,6,,never,12,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,>4,14,0
0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,11,Pvt Ltd,>4,47,0
0.865,Male,Has relevent experience,no_enrollment,High School,,15,Pvt Ltd,4,63,0
0.624,,No relevent experience,Full time course,Graduate,STEM,8,Pvt Ltd,2,192,1
0.926,Male,Has relevent experience,no_enrollment,High School,,7,Pvt Ltd,>4,96,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,1,198,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,3,40,0
0.92,Female,No relevent experience,no_enrollment,Phd,STEM,14,NGO,1,55,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,3,68,1
0.855,Other,No relevent experience,Full time course,High School,,4,Pvt Ltd,1,36,0
0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,2,6,0
0.624,,No relevent experience,Full time course,High School,,3,,never,52,0
0.924,Male,No relevent experience,Full time course,High School,,2,,never,13,1
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,1,32,1
0.836,Male,Has relevent experience,,Graduate,STEM,9,Pvt Ltd,1,166,1
0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Pvt Ltd,1,43,0
0.939,Male,Has relevent experience,Part time course,Graduate,STEM,12,Pvt Ltd,1,26,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,1,84,0
0.91,Male,No relevent experience,,,,3,,never,84,0
0.843,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,Pvt Ltd,4,44,1
0.698,Other,No relevent experience,,,,,,never,49,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,1,36,1
0.926,Male,No relevent experience,Full time course,Graduate,STEM,7,Public Sector,never,25,0
0.939,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,>4,64,0
0.698,Male,Has relevent experience,Full time course,Masters,STEM,18,Pvt Ltd,>4,48,1
0.925,Male,Has relevent experience,no_enrollment,High School,,>20,NGO,>4,88,0
0.91,,No relevent experience,no_enrollment,Masters,STEM,3,Funded Startup,1,29,0
0.926,Male,No relevent experience,no_enrollment,,,9,,never,30,1
0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,11,Funded Startup,1,22,0
0.624,,No relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,>4,43,1
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,2,250,1
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,>4,118,1
0.926,Male,No relevent experience,no_enrollment,Masters,Humanities,>20,Pvt Ltd,>4,47,0
0.754,,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,1,12,0
0.926,,Has relevent experience,Full time course,High School,,7,,2,82,0
0.55,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,1,66,1
0.527,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Funded Startup,1,30,0
0.558,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,1,26,1
0.899,Male,Has relevent experience,Part time course,Primary School,,11,Pvt Ltd,1,178,0
0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,>20,Pvt Ltd,>4,118,0
0.884,Male,Has relevent experience,Part time course,Graduate,STEM,12,,1,77,0
0.754,Male,No relevent experience,no_enrollment,Primary School,,10,,never,15,0
0.92,Male,No relevent experience,no_enrollment,Primary School,,4,,never,149,0
0.776,,Has relevent experience,Full time course,Graduate,STEM,>20,Pvt Ltd,4,132,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,45,0
0.91,,No relevent experience,Full time course,Graduate,STEM,1,,,42,1
0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,,>4,26,0
0.624,Male,Has relevent experience,Full time course,,,6,Pvt Ltd,1,51,0
0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,>4,85,0
0.897,Female,No relevent experience,Full time course,Masters,Humanities,5,Public Sector,2,94,0
0.866,Male,Has relevent experience,Full time course,Masters,STEM,6,,1,210,0
0.698,Female,Has relevent experience,Full time course,,,>20,Early Stage Startup,never,77,0
0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,Early Stage Startup,2,26,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Public Sector,3,196,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,>4,65,0
0.666,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,,never,18,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Pvt Ltd,2,4,0
0.558,,Has relevent experience,no_enrollment,Graduate,STEM,1,Pvt Ltd,1,33,0
0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,Pvt Ltd,2,44,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,1,184,1
0.624,,Has relevent experience,no_enrollment,Masters,STEM,5,Pvt Ltd,2,61,1
0.698,Other,Has relevent experience,no_enrollment,Graduate,Business Degree,5,,1,21,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,1,79,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,No Major,13,,1,87,1
0.682,Male,No relevent experience,Full time course,High School,,8,,1,50,0
0.924,Male,No relevent experience,Full time course,High School,,4,,2,53,0
0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,1,43,1
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,Pvt Ltd,4,204,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Pvt Ltd,1,156,0
0.789,,Has relevent experience,no_enrollment,Graduate,STEM,14,Pvt Ltd,1,48,1
0.926,Male,No relevent experience,Full time course,High School,,9,Pvt Ltd,1,58,0
0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Public Sector,3,24,0
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,1,47,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Pvt Ltd,>4,28,0
0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,1,72,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,1,47,0
0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,>4,5,0
0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,16,Funded Startup,4,52,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,1,55,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,17,Public Sector,>4,94,0
0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,,2,18,0
0.915,Male,No relevent experience,Full time course,Graduate,STEM,4,,1,48,1
0.92,,No relevent experience,Full time course,Graduate,STEM,3,Public Sector,1,102,1
0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,12,Public Sector,>4,83,0
0.92,Male,No relevent experience,Full time course,High School,,6,NGO,4,27,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,1,29,0
0.767,Male,Has relevent experience,no_enrollment,High School,,1,Pvt Ltd,never,41,0
0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,Public Sector,>4,90,0
0.92,,No relevent experience,no_enrollment,High School,,1,,,78,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,Pvt Ltd,>4,13,0
0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,2,158,0
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Pvt Ltd,1,46,0
0.725,,Has relevent experience,no_enrollment,Masters,STEM,9,Pvt Ltd,2,18,0
0.913,Male,No relevent experience,Full time course,High School,,9,,1,27,0
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,2,26,0
0.92,,No relevent experience,Full time course,Graduate,STEM,1,,1,52,1
0.754,Male,No relevent experience,Part time course,Graduate,STEM,8,Early Stage Startup,1,50,0
0.92,,Has relevent experience,no_enrollment,Masters,STEM,19,,>4,51,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,>4,92,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,1,180,0
0.926,Male,Has relevent experience,Full time course,Graduate,STEM,19,Funded Startup,1,12,1
0.527,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,Pvt Ltd,2,18,1
0.804,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,never,62,0
0.887,,Has relevent experience,no_enrollment,Masters,STEM,9,Pvt Ltd,1,31,1
0.92,Male,No relevent experience,Full time course,High School,,7,Pvt Ltd,1,55,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,4,4,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Funded Startup,2,10,1
0.855,Male,No relevent experience,no_enrollment,High School,,<1,,never,37,0
0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,1,11,0
0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,82,0
